StockCode,description,list_price,category,subcategory,unit_cost
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3.3699274661508705,General,Retail,2.3589492263056093
22087,PAPER BUNTING WHITE LACE,3.4823468208092487,General,Retail,2.437642774566474
22088,PAPER BUNTING COLOURED LACE,3.5205271565495204,General,Retail,2.464369009584664
22089,PAPER BUNTING VINTAGE PAISLEY,3.3832620320855615,General,Retail,2.3682834224598928
22090,PAPER BUNTING RETRO SPOTS,3.674023255813954,General,Retail,2.571816279069768
22091,EMPIRE TISSUE BOX,1.2600925925925925,General,Retail,0.8820648148148147
22092,BLUE PAISLEY TISSUE BOX,0.8154285714285714,General,Retail,0.5708
22093,MOTORING TISSUE BOX,0.9597122302158274,General,Retail,0.6717985611510792
22094,RED POLKA DOT TISSUE BOX,1.3080994152046783,General,Retail,0.9156695906432748
22095,LADS ONLY TISSUE BOX,1.3891780821917807,General,Retail,0.9724246575342465
22096,PINK PAISLEY SQUARE TISSUE BOX ,0.9154594594594594,General,Retail,0.6408216216216215
22097,SWALLOW SQUARE TISSUE BOX,0.98532,General,Retail,0.6897239999999999
22098,BOUDOIR SQUARE TISSUE BOX,1.2482131661442006,General,Retail,0.8737492163009404
22099,CARAVAN SQUARE TISSUE BOX,1.2789666666666666,General,Retail,0.8952766666666665
22100,SKULLS SQUARE TISSUE BOX,1.46125,General,Retail,1.022875
22101,MIRROR MOSAIC VOTIVE HOLDER,2.3282905982905984,General,Retail,1.6298034188034187
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1.9952542372881357,General,Retail,1.3966779661016948
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2.047042253521127,General,Retail,1.4329295774647888
22104,MIRROR MOSAIC CANDLE PLATE,1.5765656565656565,General,Retail,1.1035959595959595
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,4.25,General,Retail,2.9749999999999996
22106,MIRROR MOSAIC HURRICANE LAMP ,5.470759493670886,General,Retail,3.82953164556962
22107,PIZZA PLATE IN BOX,4.6385522788203755,General,Retail,3.2469865951742625
22108,PING! MICROWAVE PLATE,3.543515625,General,Retail,2.4804609374999997
22109,FULL ENGLISH BREAKFAST PLATE,5.133204930662558,General,Retail,3.59324345146379
22110,BIRD HOUSE HOT WATER BOTTLE,3.8439885496183206,General,Retail,2.690791984732824
22111,SCOTTIE DOG HOT WATER BOTTLE,5.734759698899826,General,Retail,4.014331789229878
22112,CHOCOLATE HOT WATER BOTTLE,5.849994269340974,General,Retail,4.094995988538682
22113,GREY HEART HOT WATER BOTTLE,4.199551656920078,General,Retail,2.9396861598440545
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.774289292423294,General,Retail,3.3420025046963056
22115,METAL SIGN EMPIRE TEA,3.2748111332007954,General,Retail,2.292367793240557
22116,METAL SIGN HIS DINNER IS SERVED,1.8223737373737372,General,Retail,1.2756616161616159
22117,METAL SIGN HER DINNER IS SERVED ,3.060434782608696,General,Retail,2.142304347826087
22118,JOY WOODEN BLOCK LETTERS,5.403333333333333,General,Retail,3.782333333333333
22119, PEACE WOODEN BLOCK LETTERS,6.8107204610951015,General,Retail,4.7675043227665705
22120,WELCOME  WOODEN BLOCK LETTERS,11.28659400544959,General,Retail,7.900615803814713
22121,NOEL WOODEN BLOCK LETTERS ,6.6425,General,Retail,4.64975
22122,SET OF 2 FANCY FONT TEA TOWELS,3.4707142857142856,General,Retail,2.4295
22123,PING MICROWAVE APRON,3.7334730538922156,General,Retail,2.6134311377245507
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.7221969696969697,General,Retail,1.9055378787878787
22125,UNION JACK HOT WATER BOTTLE ,6.847883597883598,General,Retail,4.7935185185185185
22127,PARTY CONES CARNIVAL ASSORTED,1.8159119496855347,General,Retail,1.2711383647798742
22128,PARTY CONES CANDY ASSORTED,1.5353299492385786,General,Retail,1.074730964467005
22129,PARTY CONES CANDY TREE DECORATION,1.634,General,Retail,1.1438
22130,PARTY CONE CHRISTMAS DECORATION ,1.8005092592592593,General,Retail,1.2603564814814814
22131,FOOD CONTAINER SET 3 LOVE HEART ,2.551026722925457,General,Retail,1.78571870604782
22132,RED LOVE HEART SHAPE CUP,1.149254498714653,General,Retail,0.804478149100257
22133,PINK LOVE HEART SHAPE CUP,1.233079268292683,General,Retail,0.863155487804878
22134,LADLE LOVE HEART RED ,0.6375919732441471,General,Retail,0.4463143812709029
22135,LADLE LOVE HEART PINK,0.6760567823343848,General,Retail,0.47323974763406934
22136,LOVE HEART SOCK HANGER,2.0905555555555555,General,Retail,1.4633888888888889
22137,BATHROOM SET LOVE HEART DESIGN,3.616046511627907,General,Retail,2.5312325581395347
22138,BAKING SET 9 PIECE RETROSPOT ,5.3669730010384225,General,Retail,3.7568811007268956
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,5.579728958630528,General,Retail,3.9058102710413696
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.595549828178694,General,Retail,1.8168848797250858
22142,CHRISTMAS CRAFT WHITE FAIRY ,1.7261165048543687,General,Retail,1.208281553398058
22143,CHRISTMAS CRAFT HEART DECORATIONS,2.5798591549295775,General,Retail,1.8059014084507041
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.5934078212290506,General,Retail,1.8153854748603353
22145,CHRISTMAS CRAFT HEART STOCKING ,2.3686069651741297,General,Retail,1.6580248756218907
22146,EASTER CRAFT IVY WREATH WITH CHICK,2.0039449541284404,General,Retail,1.4027614678899083
22147,FELTCRAFT BUTTERFLY HEARTS,1.6181639624252775,General,Retail,1.1327147736976941
22148,EASTER CRAFT 4 CHICKS ,2.3137377049180325,General,Retail,1.6196163934426226
22149,FELTCRAFT 6 FLOWER FRIENDS,2.382309879175551,General,Retail,1.6676169154228855
22150, 3 STRIPEY MICE FELTCRAFT,2.1962277951933125,General,Retail,1.5373594566353186
22151,PLACE SETTING WHITE HEART,0.5367527173913044,General,Retail,0.375726902173913
22152,PLACE SETTING WHITE STAR,0.5179919678714859,General,Retail,0.36259437751004014
22153,ANGEL DECORATION STARS ON DRESS,0.5477133105802048,General,Retail,0.3833993174061433
22154,ANGEL DECORATION 3 BUTTONS ,0.5343768996960486,General,Retail,0.374063829787234
22155,STAR DECORATION RUSTIC,0.5615774647887324,General,Retail,0.39310422535211265
22156,HEART DECORATION WITH PEARLS ,1.0765151515151514,General,Retail,0.7535606060606059
22157,ANGEL DECORATION WITH LACE PADDED,0.894296875,General,Retail,0.6260078124999999
22158,3 HEARTS HANGING DECORATION RUSTIC,3.221857923497268,General,Retail,2.2553005464480873
22161,HEART DECORATION RUSTIC HANGING ,0.6999212598425197,General,Retail,0.48994488188976376
22162,HEART GARLAND RUSTIC PADDED,3.383735849056604,General,Retail,2.3686150943396225
22163,HEART STRING MEMO HOLDER HANGING,2.3265841584158418,General,Retail,1.628608910891089
22164,STRING OF STARS CARD HOLDER,3.3463265306122447,General,Retail,2.342428571428571
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",12.870218181818181,General,Retail,9.009152727272726
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",12.14132075471698,General,Retail,8.498924528301886
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",11.313026315789473,General,Retail,7.919118421052631
22168,"ORGANISER WOOD, ANTIQUE WHITE ",8.504903846153846,General,Retail,5.953432692307692
22169,FAMILY ALBUM WHITE PICTURE FRAME,9.794022824536377,General,Retail,6.855815977175464
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.42446956521739,General,Retail,5.197128695652173
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.802632375189107,General,Retail,6.861842662632375
22172,METAL SHELF WITH RAIL ,9.579301075268818,General,Retail,6.7055107526881725
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.7266401590457257,General,Retail,2.6086481113320077
22174,PHOTO CUBE,2.52070796460177,General,Retail,1.7644955752212388
22175,PINK OWL SOFT TOY,3.418246575342466,General,Retail,2.392772602739726
22176,BLUE OWL SOFT TOY,3.3600384615384615,General,Retail,2.352026923076923
22177,5 HOOK BLACKBOARD ORGANISER ,11.89312,General,Retail,8.325184
22178,VICTORIAN GLASS HANGING T-LIGHT,1.5693047256925585,General,Retail,1.0985133079847909
22179,SET 10 LIGHTS NIGHT OWL,8.44261862917399,General,Retail,5.909833040421793
22180,RETRO SPOT LAMP,11.275756097560974,General,Retail,7.893029268292681
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1.0202142857142855,General,Retail,0.7141499999999998
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.562325581395349,General,Retail,3.193627906976744
22183,CAKE STAND VICTORIAN FILIGREE MED,6.313157894736842,General,Retail,4.41921052631579
22184,CAKE STAND VICTORIAN FILIGREE LARGE,9.19986301369863,General,Retail,6.439904109589041
22185,SLATE TILE NATURAL HANGING,1.9247854077253217,General,Retail,1.3473497854077252
22186,RED STAR CARD HOLDER,3.2433526011560696,General,Retail,2.2703468208092485
22187,GREEN CHRISTMAS TREE CARD HOLDER,4.355464480874317,General,Retail,3.0488251366120216
22188,BLACK HEART CARD HOLDER,4.455873015873016,General,Retail,3.119111111111111
22189,CREAM HEART CARD HOLDER,4.4335582822085895,General,Retail,3.1034907975460126
22190,LOCAL CAFE MUG,2.361469387755102,General,Retail,1.6530285714285713
22191,EAU DE NIL DINER WALL CLOCK,8.726083467094703,General,Retail,6.108258426966292
22192,BLUE DINER WALL CLOCK,8.901544117647058,General,Retail,6.23108088235294
22193,RED DINER WALL CLOCK,9.215218800648298,General,Retail,6.450653160453808
22194,BLACK DINER WALL CLOCK,9.188625,General,Retail,6.4320375
22195,HEART MEASURING SPOONS LARGE,2.247609223300971,General,Retail,1.5733264563106795
22196,SMALL HEART MEASURING SPOONS,1.178548707753479,General,Retail,0.8249840954274353
22197,"POPCORN HOLDER , SMALL ",1.0331487743026204,General,Retail,0.7232041420118343
22198,"POPCORN HOLDER , LARGE",2.0664525993883793,General,Retail,1.4465168195718654
22199,FRYING PAN RED POLKADOT ,5.188128078817734,General,Retail,3.631689655172414
22200,FRYING PAN PINK POLKADOT ,5.627877094972067,General,Retail,3.939513966480447
22201,FRYING PAN BLUE POLKADOT ,4.553674698795181,General,Retail,3.1875722891566265
22202,MILK PAN PINK RETROSPOT,5.2496226415094345,General,Retail,3.6747358490566038
22203,MILK PAN RED RETROSPOT,4.637994923857868,General,Retail,3.2465964467005075
22204,MILK PAN BLUE RETROSPOT,4.206882352941176,General,Retail,2.944817647058823
22206,"MUG , DOTCOMGIFTSHOP.COM ",0.842,General,Retail,0.5893999999999999
22207,FRYING PAN UNION FLAG,5.545791666666667,General,Retail,3.882054166666667
22208,WOOD STAMP SET THANK YOU,1.5570748299319728,General,Retail,1.0899523809523808
22209,WOOD STAMP SET HAPPY BIRTHDAY,1.4162934362934363,General,Retail,0.9914054054054053
22210,WOOD STAMP SET BEST WISHES,1.3789491525423727,General,Retail,0.9652644067796609
22211,WOOD STAMP SET FLOWERS,1.5166329966329966,General,Retail,1.0616430976430975
22212,FOUR HOOK  WHITE LOVEBIRDS,2.6206428571428573,General,Retail,1.83445
22214,CANDLE PLATE LACE WHITE,2.7232608695652174,General,Retail,1.9062826086956521
22215,CAKE STAND WHITE TWO TIER LACE,9.028802228412257,General,Retail,6.32016155988858
22216,T-LIGHT HOLDER WHITE LACE,1.0712396694214876,General,Retail,0.7498677685950413
22217,T-LIGHT HOLDER HANGING LACE,1.405925925925926,General,Retail,0.9841481481481481
22218,CAKE STAND LACE WHITE,5.398560606060606,General,Retail,3.778992424242424
22219,LOVEBIRD HANGING DECORATION WHITE ,1.1349401709401707,General,Retail,0.7944581196581195
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,10.384074074074073,General,Retail,7.268851851851851
22221,CAKE STAND LOVEBIRD 2 TIER PINK,10.578535031847133,General,Retail,7.404974522292993
22222,CAKE PLATE LOVEBIRD WHITE,5.630868486352358,General,Retail,3.94160794044665
22223,CAKE PLATE LOVEBIRD PINK,5.410338983050847,General,Retail,3.787237288135593
22224,WHITE LOVEBIRD LANTERN,3.6157920792079206,General,Retail,2.531054455445544
22227,"DECORATION, HANGING HEART+MIRROR ",0.8913704819277108,General,Retail,0.6239593373493976
22228,BUNNY WOODEN PAINTED WITH BIRD ,1.0154676258992805,General,Retail,0.7108273381294963
22229,BUNNY WOODEN PAINTED WITH FLOWER ,1.0193650793650793,General,Retail,0.7135555555555554
22230,JIGSAW TREE WITH WATERING CAN,0.944795918367347,General,Retail,0.6613571428571429
22231,JIGSAW TREE WITH BIRDHOUSE,1.5546843853820598,General,Retail,1.0882790697674418
22232,3 PIECE JIGSAW TOADSTOOLS,1.5601898734177215,General,Retail,1.092132911392405
22233,JIGSAW RABBIT AND BIRDHOUSE,1.5111377245508981,General,Retail,1.0577964071856285
22236,CAKE STAND 3 TIER MAGIC GARDEN,13.37624703087886,General,Retail,9.363372921615202
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",1.586346555323591,General,Retail,1.1104425887265135
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",1.915822102425876,General,Retail,1.341075471698113
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",1.904632911392405,General,Retail,1.3332430379746834
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",2.691319444444445,General,Retail,1.8839236111111113
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1.1102870813397128,General,Retail,0.7772009569377989
22246,"GARLAND, MAGIC GARDEN 1.8M",2.6984656084656082,General,Retail,1.8889259259259257
22247,BUNNY DECORATION MAGIC GARDEN,1.0458288770053477,General,Retail,0.7320802139037433
22248,DECORATION  PINK CHICK MAGIC GARDEN,1.0708938547486033,General,Retail,0.7496256983240223
22249,DECORATION WHITE CHICK MAGIC GARDEN,1.0390725806451613,General,Retail,0.7273508064516129
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1.1350950570342204,General,Retail,0.7945665399239542
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1.5625913621262457,General,Retail,1.093813953488372
22252,BIRDCAGE DECORATION MAGIC GARDEN,1.285,General,Retail,0.8994999999999999
22253,6 CROCHET STRAWBERRIES,1.4741573033707864,General,Retail,1.0319101123595504
22254,FELT TOADSTOOL LARGE,1.5208,General,Retail,1.06456
22255,FELT TOADSTOOL  SMALL,1.1459310344827587,General,Retail,0.802151724137931
22256,FELT FARM ANIMAL CHICKEN,1.5713934426229508,General,Retail,1.0999754098360655
22257,FELT FARM ANIMAL SHEEP,1.2447457627118643,General,Retail,0.871322033898305
22258,FELT FARM ANIMAL RABBIT,1.4597744360902256,General,Retail,1.0218421052631579
22259,FELT FARM ANIMAL HEN,1.297162162162162,General,Retail,0.9080135135135133
22260,FELT EGG COSY BLUE RABBIT ,1.2850813008130082,General,Retail,0.8995569105691057
22261,FELT EGG COSY WHITE RABBIT ,1.1506299212598425,General,Retail,0.8054409448818898
22262,FELT EGG COSY CHICKEN,1.1506583072100314,General,Retail,0.8054608150470219
22263,FELT EGG COSY LADYBIRD ,1.1693457943925232,General,Retail,0.8185420560747662
22264,FELT FARM ANIMAL WHITE BUNNY ,1.0628235294117647,General,Retail,0.7439764705882352
22265,EASTER DECORATION NATURAL CHICK,0.764406779661017,General,Retail,0.5350847457627118
22266,EASTER DECORATION HANGING BUNNY,0.6852352941176472,General,Retail,0.479664705882353
22267,EASTER DECORATION EGG BUNNY ,1.1747107438016529,General,Retail,0.8222975206611569
22268,EASTER DECORATION SITTING BUNNY,0.8324897959183672,General,Retail,0.582742857142857
22269,EGG CUP NATURAL CHICKEN,1.2078155339805825,General,Retail,0.8454708737864077
22270,HAPPY EASTER HANGING DECORATION,4.247405063291139,General,Retail,2.9731835443037973
22271,FELTCRAFT DOLL ROSIE,3.2711712846347605,General,Retail,2.2898198992443324
22272,FELTCRAFT DOLL MARIA,3.1599342105263157,General,Retail,2.211953947368421
22273,FELTCRAFT DOLL MOLLY,3.300158536585366,General,Retail,2.310110975609756
22274,FELTCRAFT DOLL EMILY,3.2660060514372162,General,Retail,2.2862042360060513
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,8.88564263322884,General,Retail,6.2199498432601885
22276,WASH BAG VINTAGE ROSE PAISLEY,3.0158556149732623,General,Retail,2.1110989304812833
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2.475277777777778,General,Retail,1.7326944444444445
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6.753556701030928,General,Retail,4.727489690721649
22279,POCKET BAG BLUE PAISLEY RED SPOT,1.625299539170507,General,Retail,1.1377096774193547
22280,POCKET BAG PINK PAISELY BROWN SPOT,1.5551234567901235,General,Retail,1.0885864197530863
22281,EASTER TREE YELLOW BIRDS,8.12261744966443,General,Retail,5.6858322147651
22282,12 EGG HOUSE PAINTED WOOD,16.838657407407407,General,Retail,11.787060185185185
22283,6 EGG HOUSE PAINTED WOOD,9.60413612565445,General,Retail,6.722895287958115
22284,HEN HOUSE DECORATION,1.9993770491803278,General,Retail,1.3995639344262294
22285,"DECORATION HEN ON NEST, HANGING",1.9323048327137544,General,Retail,1.352613382899628
22286,"DECORATION , WOBBLY RABBIT , METAL ",1.7414871794871793,General,Retail,1.2190410256410256
22287,"DECORATION , WOBBLY CHICKEN, METAL ",1.677685950413223,General,Retail,1.174380165289256
22288,"DECORATION , HANGING METAL RABBIT",1.5634400000000002,General,Retail,1.094408
22289,"DECORATION , HANGING METAL CHICKEN",1.5467948717948716,General,Retail,1.08275641025641
22290,STANDING METAL RABBIT WITH EGG,2.35620253164557,General,Retail,1.6493417721518988
22291,"SPRING DEC , HANGING CHICK CREAM",1.6439776951672864,General,Retail,1.1507843866171004
22292,"SPRING DEC , HANGING CHICK  YELLOW",1.6012334801762116,General,Retail,1.120863436123348
22293,"SPRING DEC , HANGING CHICK  GREEN",1.7955217391304346,General,Retail,1.2568652173913042
22294,HEART FILIGREE DOVE  SMALL,1.4552125279642059,General,Retail,1.018648769574944
22295,HEART FILIGREE DOVE LARGE,1.8310082872928175,General,Retail,1.2817058011049722
22296,HEART IVORY TRELLIS LARGE,1.8147892271662762,General,Retail,1.2703524590163933
22297,HEART IVORY TRELLIS SMALL,1.6488473205257836,General,Retail,1.1541931243680486
22299,PIG KEYRING WITH LIGHT & SOUND ,1.629207920792079,General,Retail,1.1404455445544552
22300,COFFEE MUG DOG + BALL DESIGN,3.0111320754716977,General,Retail,2.1077924528301883
22301,COFFEE MUG CAT + BIRD DESIGN,3.1771007751937983,General,Retail,2.2239705426356586
22302,COFFEE MUG PEARS  DESIGN,2.723233082706767,General,Retail,1.9062631578947367
22303,COFFEE MUG APPLES DESIGN,2.72731977818854,General,Retail,1.9091238447319778
22304,COFFEE MUG BLUE PAISLEY DESIGN,2.8558682634730537,General,Retail,1.9991077844311373
22305,COFFEE MUG PINK PAISLEY DESIGN,2.7977083333333335,General,Retail,1.9583958333333333
22306,SILVER MUG BONE CHINA TREE OF LIFE,2.025333333333333,General,Retail,1.417733333333333
22307,GOLD MUG BONE CHINA TREE OF LIFE,2.3484873949579828,General,Retail,1.6439411764705878
22308,TEA COSY BLUE STRIPE,3.9256074766355136,General,Retail,2.7479252336448594
22309,TEA COSY RED  STRIPE,3.446516853932584,General,Retail,2.412561797752809
22310,KNITTED MUG COSY IVORY COLOUR ,2.513451327433628,General,Retail,1.7594159292035396
22311,OFFICE MUG WARMER BLACK+SILVER ,4.553046357615894,General,Retail,3.187132450331126
22312,OFFICE MUG WARMER POLKADOT,4.289963235294118,General,Retail,3.002974264705882
22313,OFFICE MUG WARMER PINK,4.273453237410072,General,Retail,2.9914172661870504
22314,OFFICE MUG WARMER CHOC+BLUE,4.341181102362205,General,Retail,3.038826771653543
22315,200 RED + WHITE BENDY STRAWS,1.448560411311054,General,Retail,1.0139922879177377
22316,200 BENDY SKULL STRAWS,1.4029411764705881,General,Retail,0.9820588235294117
22317,FIVE CATS HANGING DECORATION,3.675357142857143,General,Retail,2.57275
22318,FIVE HEART HANGING DECORATION,3.6787786259541986,General,Retail,2.575145038167939
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,0.80816091954023,General,Retail,0.5657126436781609
22320,BIRDS MOBILE VINTAGE DESIGN,6.202333333333334,General,Retail,4.341633333333333
22321,BIRD DECORATION RED SPOT,1.2285573770491802,General,Retail,0.8599901639344261
22322,BIRD DECORATION GREEN  SPOT,1.2288970588235293,General,Retail,0.8602279411764705
22323,PINK POLKADOT KIDS BAG,3.1910256410256412,General,Retail,2.2337179487179486
22324,BLUE POLKADOT KIDS BAG,3.3223529411764705,General,Retail,2.325647058823529
22325,MOBILE VINTAGE HEARTS ,5.006,General,Retail,3.5042
22326,"ROUND SNACK BOXES ,SET4, WOODLAND ",3.4294440484675697,General,Retail,2.4006108339272987
22327,ROUND SNACK BOXES SET OF 4 SKULLS,3.8013030303030306,General,Retail,2.6609121212121214
22328,"ROUND SNACK BOXES ,SET 4, FRUITS ",3.1921746575342467,General,Retail,2.2345222602739727
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2.079477977161501,General,Retail,1.4556345840130505
22330,72 ROUND PINK DOILIES,1.87,General,Retail,1.309
22331,WOODLAND PARTY BAG + STICKER SET,1.9771655328798186,General,Retail,1.384015873015873
22332,SKULLS PARTY BAG + STICKER SET,1.8224675324675323,General,Retail,1.2757272727272726
22333,RETRO SPORT PARTY BAG + STICKER SET,1.8606125356125354,General,Retail,1.3024287749287746
22334,DINOSAUR PARTY BAG + STICKER SET,1.7397014925373133,General,Retail,1.2177910447761193
22335,HEART DECORATION PAINTED ZINC ,0.8489312977099237,General,Retail,0.5942519083969465
22336,DOVE DECORATION PAINTED ZINC ,0.7334684684684685,General,Retail,0.5134279279279279
22337,ANGEL DECORATION PAINTED ZINC ,0.7340939597315437,General,Retail,0.5138657718120806
22338,STAR DECORATION PAINTED ZINC ,0.5545387453874538,General,Retail,0.38817712177121766
22339,CHRISTMAS TREE PAINTED ZINC ,0.5729139072847682,General,Retail,0.4010397350993377
22340,NOEL GARLAND PAINTED ZINC ,1.242391304347826,General,Retail,0.8696739130434782
22341,LOVE GARLAND PAINTED ZINC ,2.3590495867768593,General,Retail,1.6513347107438014
22342,HOME GARLAND PAINTED ZINC ,2.0389565217391303,General,Retail,1.4272695652173912
22343,PARTY PIZZA DISH RED WHITE SPOT ,0.827659574468085,General,Retail,0.5793617021276595
22344,PARTY PIZZA DISH PINK+WHITE SPOT ,0.8374436090225563,General,Retail,0.5862105263157894
22345,PARTY PIZZA DISH BLUE+WHITE SPOT ,0.8035384615384615,General,Retail,0.562476923076923
22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,0.8138461538461539,General,Retail,0.5696923076923077
22347,PIZZA SLICE DISH,1.6625217391304348,General,Retail,1.1637652173913042
22348,TEA BAG PLATE RED SPOTTY ,1.0709783728115345,General,Retail,0.7496848609680741
22349,"DOG BOWL , CHASING BALL DESIGN",4.150815217391305,General,Retail,2.905570652173913
22350,CAT BOWL ,3.0777844311377245,General,Retail,2.154449101796407
22351,DOTCOMGIFTSHOP TEA TOWEL,2.766666666666667,General,Retail,1.9366666666666668
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,3.134055258467023,General,Retail,2.1938386809269157
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,3.147369477911646,General,Retail,2.203158634538152
22354,RETRO SPOT PADDED SEAT CUSHION,4.2496441281138795,General,Retail,2.9747508896797155
22355,"CHARLOTTE BAG , SUKI DESIGN",1.161101598173516,General,Retail,0.8127711187214611
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",1.1577360850531582,General,Retail,0.8104152595372107
22357,KINGS CHOICE BISCUIT TIN,5.123658008658009,General,Retail,3.586560606060606
22358,KINGS CHOICE TEA CADDY ,3.872950819672131,General,Retail,2.7110655737704916
22359,GLASS JAR KINGS CHOICE,3.6243564356435645,General,Retail,2.537049504950495
22360,"GLASS JAR, ENGLISH CONFECTIONERY",3.7777751756440283,General,Retail,2.6444426229508196
22361,GLASS JAR DAISY FRESH COTTON WOOL,4.2679718875502015,General,Retail,2.987580321285141
22362,GLASS JAR PEACOCK BATH SALTS,3.8228853754940713,General,Retail,2.6760197628458497
22363,GLASS JAR MARMALADE ,3.641860465116279,General,Retail,2.549302325581395
22364,GLASS JAR DIGESTIVE BISCUITS,3.9219590643274853,General,Retail,2.7453713450292394
22365,DOORMAT RESPECTABLE HOUSE,8.92313769751693,General,Retail,6.2461963882618505
22366,DOORMAT AIRMAIL ,9.055017605633802,General,Retail,6.338512323943661
22367,CHILDS APRON SPACEBOY DESIGN,2.2520757967269596,General,Retail,1.5764530577088716
22371,AIRLINE BAG VINTAGE TOKYO 78,5.362751091703057,General,Retail,3.7539257641921395
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,5.338298611111111,General,Retail,3.7368090277777775
22374,AIRLINE BAG VINTAGE JET SET RED,5.329907407407408,General,Retail,3.730935185185185
22375,AIRLINE BAG VINTAGE JET SET BROWN,5.488701754385965,General,Retail,3.842091228070175
22376,AIRLINE BAG VINTAGE JET SET WHITE,5.216546184738956,General,Retail,3.651582329317269
22377,BOTTLE BAG RETROSPOT ,2.4734174311926607,General,Retail,1.7313922018348624
22378,WALL TIDY RETROSPOT ,2.864021937842779,General,Retail,2.0048153564899454
22379,RECYCLING BAG RETROSPOT ,2.8999178774478835,General,Retail,2.0299425142135186
22380,TOY TIDY SPACEBOY  ,2.4647971014492756,General,Retail,1.7253579710144928
22381,TOY TIDY PINK RETROSPOT  ,2.7275517551755173,General,Retail,1.909286228622862
22382,LUNCHBAG SPACEBOY DESIGN ,1.895858260469397,General,Retail,1.3271007823285779
22383,LUNCHBAG SUKI  DESIGN ,2.076506568144499,General,Retail,1.4535545977011493
22384,LUNCHBAG PINK RETROSPOT,1.945049134300421,General,Retail,1.3615343940102946
22385,JUMBO BAG SPACEBOY DESIGN,2.439888800635425,General,Retail,1.7079221604447974
22386,JUMBO BAG PINK WITH WHITE SPOTS,2.4137373292199205,General,Retail,1.6896161304539443
22389,PAPERWEIGHT SAVE THE PLANET,2.5418478260869564,General,Retail,1.7792934782608694
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2.6522891566265057,General,Retail,1.8566024096385538
22391,PAPERWEIGHT HOME SWEET HOME,2.8237878787878787,General,Retail,1.976651515151515
22393,PAPERWEIGHT VINTAGE COLLAGE,2.8713333333333333,General,Retail,2.009933333333333
22394,PAPERWEIGHT KINGS CHOICE ,2.540909090909091,General,Retail,1.7786363636363636
22395,PAPERWEIGHT VINTAGE PAISLEY,3.0911320754716978,General,Retail,2.1637924528301884
22396,MAGNETS PACK OF 4 RETRO PHOTO,0.9205945945945946,General,Retail,0.6444162162162161
22398,MAGNETS PACK OF 4 SWALLOWS,1.0138812785388127,General,Retail,0.7097168949771688
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1.3057913669064747,General,Retail,0.9140539568345322
22400,MAGNETS PACK OF 4 HOME SWEET HOME,0.8937974683544304,General,Retail,0.6256582278481012
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,0.9221259842519685,General,Retail,0.6454881889763778
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1.1050943396226416,General,Retail,0.7735660377358491
22405,MONEY BOX POCKET MONEY DESIGN,1.3497737556561087,General,Retail,0.944841628959276
22406,MONEY BOX KINGS CHOICE DESIGN,1.4647031963470318,General,Retail,1.0252922374429223
22407,MONEY BOX FIRST ADE DESIGN,1.3886666666666665,General,Retail,0.9720666666666665
22408,MONEY BOX CONFECTIONERY DESIGN,1.4648958333333333,General,Retail,1.0254270833333332
22409,MONEY BOX BISCUITS DESIGN,1.551818181818182,General,Retail,1.0862727272727273
